date,daily_kwh
2006-12-16,1.5141
2006-12-17,4.500466666666667
2006-12-18,2.8048333333333333
2006-12-19,2.113366666666667
2006-12-20,2.8454333333333333
2006-12-21,2.1396
2006-12-22,3.007833333333333
2006-12-23,6.120966666666667
2006-12-24,3.3621333333333334
2006-12-25,3.5492666666666666
2006-12-26,4.975
2006-12-27,1.9541333333333333
2006-12-28,2.7103333333333333
2006-12-29,4.002033333333333
2006-12-30,3.5844
2006-12-31,4.484766666666666
2007-01-01,3.475033333333333
2007-01-02,1.6432
2007-01-03,1.3271333333333333
2007-01-04,4.163233333333333
2007-01-05,3.5933333333333333
2007-01-06,2.0002666666666666
2007-01-07,3.188
2007-01-08,2.8695
2007-01-09,2.3276666666666666
2007-01-10,2.6779
2007-01-11,2.8213333333333335
2007-01-12,1.8770333333333333
2007-01-13,4.063166666666667
2007-01-14,3.9999000000000002
2007-01-15,2.740466666666667
2007-01-16,2.1017
2007-01-17,3.5877
2007-01-18,2.2749
2007-01-19,1.8729
2007-01-20,4.119166666666667
2007-01-21,4.433833333333333
2007-01-22,2.8230666666666666
2007-01-23,2.2857333333333334
2007-01-24,3.7575333333333334
2007-01-25,2.027233333333333
2007-01-26,2.081733333333333
2007-01-27,2.519833333333333
2007-01-28,3.6674
2007-01-29,2.538666666666667
2007-01-30,2.1474333333333333
2007-01-31,3.02
2007-02-01,2.280666666666667
2007-02-02,2.0807333333333333
2007-02-03,5.145833333333333
2007-02-04,4.460733333333334
2007-02-05,2.0966333333333336
2007-02-06,1.6072666666666666
2007-02-07,3.0059333333333336
2007-02-08,2.3196666666666665
2007-02-09,2.070866666666667
2007-02-10,3.683333333333333
2007-02-11,4.739166666666667
2007-02-12,2.3940333333333332
2007-02-13,1.8619
2007-02-14,3.2077333333333335
2007-02-15,2.5484
2007-02-16,2.1931333333333334
2007-02-17,2.6390666666666664
2007-02-18,4.9509
2007-02-19,2.859566666666667
2007-02-20,4.0473
2007-02-21,2.588033333333333
2007-02-22,4.297066666666667
2007-02-23,1.6756666666666666
2007-02-24,0.9323666666666667
2007-02-25,0.6622666666666667
2007-02-26,0.7149
2007-02-27,0.6594333333333333
2007-02-28,0.6792
2007-03-01,0.6702
2007-03-02,0.6472666666666667
2007-03-03,1.0337666666666667
2007-03-04,2.7527333333333335
2007-03-05,3.5385666666666666
2007-03-06,1.5989666666666666
2007-03-07,2.9959333333333333
2007-03-08,1.9948666666666666
2007-03-09,1.5973
2007-03-10,3.1965
2007-03-11,4.412766666666666
2007-03-12,2.4939999999999998
2007-03-13,1.6482333333333334
2007-03-14,2.258966666666667
2007-03-15,2.3749333333333333
2007-03-16,2.2673
2007-03-17,2.6527
2007-03-18,3.2004333333333332
2007-03-19,2.6572
2007-03-20,2.7177
2007-03-21,2.7481
2007-03-22,1.8372
2007-03-23,1.6867
2007-03-24,3.8299
2007-03-25,4.2988333333333335
2007-03-26,1.7942666666666667
2007-03-27,1.4051
2007-03-28,3.007
2007-03-29,2.0339
2007-03-30,1.7667666666666666
2007-03-31,4.489533333333333
2007-04-01,3.5552333333333332
2007-04-02,2.5307333333333335
2007-04-03,2.1943333333333332
2007-04-04,2.642933333333333
2007-04-05,2.3682333333333334
2007-04-06,2.019433333333333
2007-04-07,1.996
2007-04-08,2.093566666666667
2007-04-09,1.2236333333333334
2007-04-10,0.9665666666666667
2007-04-11,1.131
2007-04-12,0.6895666666666667
2007-04-13,0.6951333333333334
2007-04-14,0.6981333333333334
2007-04-15,0.9243
2007-04-16,1.1352666666666666
2007-04-17,1.5818666666666668
2007-04-18,1.3112333333333333
2007-04-19,1.1943666666666666
2007-04-20,1.0235666666666667
2007-04-21,2.0466
2007-04-22,2.8528333333333333
2007-04-23,1.3626
2007-04-24,1.3305666666666667
2007-04-25,1.6083333333333334
2007-04-26,1.7093
2007-04-27,1.3953333333333333
2007-04-28,0.024633333333333333
2007-04-30,0.5628333333333333
2007-05-01,2.0526
2007-05-02,1.2735666666666667
2007-05-03,1.4915333333333334
2007-05-04,1.2969666666666666
2007-05-05,2.0094666666666665
2007-05-06,2.7779333333333334
2007-05-07,2.225033333333333
2007-05-08,2.2668666666666666
2007-05-09,2.2588333333333335
2007-05-10,0.9285
2007-05-11,1.2555333333333334
2007-05-12,1.9027333333333334
2007-05-13,2.102533333333333
2007-05-14,1.9996333333333334
2007-05-15,1.1464
2007-05-16,2.1753333333333336
2007-05-17,1.5492333333333332
2007-05-18,2.021533333333333
2007-05-19,1.6948666666666667
2007-05-20,2.5803666666666665
2007-05-21,1.4109333333333334
2007-05-22,1.4962333333333333
2007-05-23,1.8112666666666666
2007-05-24,1.4721
2007-05-25,2.1685
2007-05-26,1.9717
2007-05-27,2.6257333333333333
2007-05-28,1.9986
2007-05-29,1.3988666666666667
2007-05-30,2.0758
2007-05-31,1.2770333333333332
2007-06-01,1.2929
2007-06-02,1.8003
2007-06-03,2.7232333333333334
2007-06-04,1.1797
2007-06-05,1.7335666666666667
2007-06-06,2.1764
2007-06-07,1.2519
2007-06-08,2.7712666666666665
2007-06-09,1.3555333333333333
2007-06-10,1.5723
2007-06-11,1.0525333333333333
2007-06-12,1.1166
2007-06-13,1.1932666666666667
2007-06-14,1.5508333333333333
2007-06-15,1.3327
2007-06-16,2.520166666666667
2007-06-17,2.516766666666667
2007-06-18,0.8522
2007-06-19,1.0942666666666667
2007-06-20,1.3054
2007-06-21,1.0932666666666666
2007-06-22,0.7346666666666667
2007-06-23,0.6045333333333334
2007-06-24,0.9191333333333334
2007-06-25,1.3895
2007-06-26,1.1939666666666666
2007-06-27,1.8464666666666667
2007-06-28,1.6554333333333333
2007-06-29,1.7058666666666666
2007-06-30,1.7112
2007-07-01,1.3142333333333334
2007-07-02,1.2135666666666667
2007-07-03,1.3973333333333333
2007-07-04,1.2096
2007-07-05,1.4034333333333333
2007-07-06,1.2992000000000001
2007-07-07,1.7550999999999999
2007-07-08,1.3110333333333333
2007-07-09,1.5175333333333334
2007-07-10,1.1901333333333333
2007-07-11,0.9497333333333333
2007-07-12,1.4697333333333333
2007-07-13,1.0373666666666668
2007-07-14,1.6155666666666666
2007-07-15,1.1687666666666667
2007-07-16,1.1448666666666667
2007-07-17,0.9004333333333333
2007-07-18,0.9079666666666667
2007-07-19,0.8753333333333333
2007-07-20,1.4078
2007-07-21,1.3803
2007-07-22,1.7728333333333333
2007-07-23,1.2895333333333334
2007-07-24,0.9863
2007-07-25,0.6299333333333333
2007-07-26,1.1938666666666666
2007-07-27,1.6147333333333334
2007-07-28,2.0664
2007-07-29,0.3999333333333333
2007-07-30,0.5654666666666667
2007-07-31,0.9257
2007-08-01,1.3532666666666666
2007-08-02,1.2762
2007-08-03,1.3809333333333333
2007-08-04,1.4604666666666666
2007-08-05,0.9703
2007-08-06,1.3682666666666667
2007-08-07,1.9303333333333332
2007-08-08,1.3889333333333334
2007-08-09,1.3788333333333334
2007-08-10,1.3386
2007-08-11,1.4300666666666666
2007-08-12,1.5711
2007-08-13,1.5016666666666667
2007-08-14,1.2311
2007-08-15,1.5382
2007-08-16,1.2913666666666666
2007-08-17,1.3109
2007-08-18,0.4421333333333333
2007-08-19,1.8344
2007-08-20,1.7298
2007-08-21,0.8107
2007-08-22,1.5139
2007-08-23,1.4290333333333334
2007-08-24,2.2279666666666667
2007-08-25,1.4214333333333333
2007-08-26,1.6776
2007-08-27,1.5770333333333333
2007-08-28,1.3421333333333334
2007-08-29,0.9579
2007-08-30,1.5935333333333332
2007-08-31,1.6768666666666667
2007-09-01,2.1571
2007-09-02,2.0489
2007-09-03,1.3286333333333333
2007-09-04,1.9373
2007-09-05,1.529
2007-09-06,1.1406333333333334
2007-09-07,1.6559333333333333
2007-09-08,1.8683333333333334
2007-09-09,2.1332333333333335
2007-09-10,1.3784333333333334
2007-09-11,1.2526
2007-09-12,1.6519333333333333
2007-09-13,1.3704333333333334
2007-09-14,1.4583
2007-09-15,1.3991333333333333
2007-09-16,2.1969333333333334
2007-09-17,1.8488333333333333
2007-09-18,1.4984666666666666
2007-09-19,1.5977333333333332
2007-09-20,1.6096
2007-09-21,1.5586666666666666
2007-09-22,1.4501333333333333
2007-09-23,1.8815333333333333
2007-09-24,1.7188666666666665
2007-09-25,2.282233333333333
2007-09-26,2.438633333333333
2007-09-27,1.7625666666666666
2007-09-28,2.148433333333333
2007-09-29,2.9261333333333335
2007-09-30,1.9908333333333332
2007-10-01,2.2009
2007-10-02,2.821066666666667
2007-10-03,1.6655333333333333
2007-10-04,1.9066
2007-10-05,1.8022666666666667
2007-10-06,2.266
2007-10-07,2.707133333333333
2007-10-08,1.3999333333333333
2007-10-09,2.1939333333333333
2007-10-10,1.4481
2007-10-11,2.2836
2007-10-12,2.4884333333333335
2007-10-13,2.4901
2007-10-14,2.591266666666667
2007-10-15,1.6318666666666666
2007-10-16,2.476
2007-10-17,2.0079
2007-10-18,1.9717333333333333
2007-10-19,2.660633333333333
2007-10-20,2.1037333333333335
2007-10-21,2.4274333333333336
2007-10-22,2.0692666666666666
2007-10-23,2.5081666666666664
2007-10-24,2.3103333333333333
2007-10-25,2.3145333333333333
2007-10-26,1.8269333333333333
2007-10-27,2.2727333333333335
2007-10-28,0.6516666666666666
2007-10-29,0.6794333333333333
2007-10-30,1.0410333333333333
2007-10-31,1.6837
2007-11-01,0.6217
2007-11-02,1.8558
2007-11-03,0.6360666666666667
2007-11-04,1.8711
2007-11-05,1.9131666666666667
2007-11-06,2.6196
2007-11-07,2.3904666666666667
2007-11-08,1.954
2007-11-09,2.801633333333333
2007-11-10,3.2180333333333335
2007-11-11,2.4697
2007-11-12,2.7261333333333333
2007-11-13,2.7667333333333333
2007-11-14,2.5744666666666665
2007-11-15,1.8941333333333334
2007-11-16,2.9779666666666667
2007-11-17,3.3108
2007-11-18,2.730766666666667
2007-11-19,2.15
2007-11-20,2.7346333333333335
2007-11-21,2.2460666666666667
2007-11-22,2.4732333333333334
2007-11-23,3.2059
2007-11-24,2.4398333333333335
2007-11-25,1.7711333333333332
2007-11-26,1.9827333333333332
2007-11-27,3.594333333333333
2007-11-28,2.077933333333333
2007-11-29,2.2535666666666665
2007-11-30,2.9252
2007-12-01,4.066466666666667
2007-12-02,3.8490333333333333
2007-12-03,2.202733333333333
2007-12-04,2.65
2007-12-05,2.794966666666667
2007-12-06,3.1361333333333334
2007-12-07,2.2445333333333335
2007-12-08,2.8606
2007-12-09,2.891966666666667
2007-12-10,2.2998333333333334
2007-12-11,2.946633333333333
2007-12-12,2.077566666666667
2007-12-13,2.2768333333333333
2007-12-14,2.5336666666666665
2007-12-15,3.395033333333333
2007-12-16,3.5365
2007-12-17,2.2458666666666667
2007-12-18,3.3821
2007-12-19,2.8561666666666667
2007-12-20,2.6159
2007-12-21,2.5795666666666666
2007-12-22,3.2083
2007-12-23,3.1153
2007-12-24,2.8616
2007-12-25,3.3721666666666668
2007-12-26,3.3159
2007-12-27,3.2431666666666668
2007-12-28,3.939233333333333
2007-12-29,4.2489333333333335
2007-12-30,3.310766666666667
2007-12-31,2.8271333333333333
2008-01-01,3.576033333333333
2008-01-02,2.1355666666666666
2008-01-03,1.8931666666666667
2008-01-04,2.9677333333333333
2008-01-05,2.806
2008-01-06,2.3327666666666667
2008-01-07,2.2112333333333334
2008-01-08,2.6145
2008-01-09,2.2148
2008-01-10,2.5616666666666665
2008-01-11,2.1702666666666666
2008-01-12,3.6951666666666667
2008-01-13,3.6061666666666667
2008-01-14,2.6517
2008-01-15,3.4475333333333333
2008-01-16,2.7351
2008-01-17,2.0044
2008-01-18,2.8718
2008-01-19,2.4863
2008-01-20,2.2255
2008-01-21,2.3897
2008-01-22,2.9772
2008-01-23,2.3918666666666666
2008-01-24,2.1205
2008-01-25,2.8697666666666666
2008-01-26,3.6137
2008-01-27,3.0901666666666667
2008-01-28,2.9669
2008-01-29,3.5481333333333334
2008-01-30,2.080433333333333
2008-01-31,2.4382
2008-02-01,1.9459
2008-02-02,3.7848333333333333
2008-02-03,2.642933333333333
2008-02-04,2.104833333333333
2008-02-05,3.0658
2008-02-06,2.0813
2008-02-07,1.9224
2008-02-08,2.4638666666666666
2008-02-09,2.7393666666666667
2008-02-10,2.8242333333333334
2008-02-11,2.117
2008-02-12,2.6010333333333335
2008-02-13,2.4374333333333333
2008-02-14,1.9987333333333333
2008-02-15,2.5023333333333335
2008-02-16,2.9947
2008-02-17,2.4916
2008-02-18,1.8987666666666667
2008-02-19,2.7541
2008-02-20,2.8484
2008-02-21,2.139066666666667
2008-02-22,2.235133333333333
2008-02-23,2.3458
2008-02-24,1.6318
2008-02-25,0.6516
2008-02-26,0.6357
2008-02-27,0.7018333333333333
2008-02-28,0.651
2008-02-29,1.7223666666666666
2008-03-01,1.4682666666666666
2008-03-02,1.5095
2008-03-03,1.3208333333333333
2008-03-04,2.0985333333333336
2008-03-05,2.6084
2008-03-06,3.1883666666666666
2008-03-07,2.4117333333333333
2008-03-08,2.9274
2008-03-09,2.0026333333333333
2008-03-10,2.0288666666666666
2008-03-11,2.8207
2008-03-12,2.234166666666667
2008-03-13,2.2275666666666667
2008-03-14,2.8524333333333334
2008-03-15,2.0598
2008-03-16,2.3710666666666667
2008-03-17,2.294966666666667
2008-03-18,2.4773
2008-03-19,1.7195333333333334
2008-03-20,1.6403
2008-03-21,2.6563
2008-03-22,2.6387
2008-03-23,3.1043333333333334
2008-03-24,2.6249333333333333
2008-03-25,2.5797666666666665
2008-03-26,2.0674333333333332
2008-03-27,1.7447
2008-03-28,2.4012333333333333
2008-03-29,3.0438666666666667
2008-03-30,2.7399
2008-03-31,1.7390999999999999
2008-04-01,2.6845666666666665
2008-04-02,2.1787
2008-04-03,1.4893666666666667
2008-04-04,2.1405333333333334
2008-04-05,2.4669333333333334
2008-04-06,2.2105333333333332
2008-04-07,1.9909000000000001
2008-04-08,3.412733333333333
2008-04-09,1.5894666666666666
2008-04-10,1.9068333333333334
2008-04-11,2.3842666666666665
2008-04-12,3.7489333333333335
2008-04-13,2.919166666666667
2008-04-14,2.0571
2008-04-15,2.2234
2008-04-16,1.8800333333333334
2008-04-17,1.7316666666666667
2008-04-18,2.3437666666666668
2008-04-19,2.7958
2008-04-20,2.2412
2008-04-21,1.5097666666666667
2008-04-22,2.0697666666666668
2008-04-23,1.785
2008-04-24,1.3318333333333332
2008-04-25,1.5986666666666667
2008-04-26,1.1449333333333334
2008-04-27,1.2838
2008-04-28,0.8382666666666667
2008-04-29,2.5735333333333332
2008-04-30,1.3827333333333334
2008-05-01,0.7492333333333333
2008-05-02,2.0061333333333335
2008-05-03,1.6897666666666666
2008-05-04,1.8021
2008-05-05,1.7235
2008-05-06,2.3498666666666668
2008-05-07,1.5123
2008-05-08,2.6798333333333333
2008-05-09,2.1873
2008-05-10,2.4477
2008-05-11,2.125766666666667
2008-05-12,2.056233333333333
2008-05-13,1.8455666666666666
2008-05-14,2.0294666666666665
2008-05-15,1.5168333333333333
2008-05-16,2.0851333333333333
2008-05-17,2.1722
2008-05-18,2.2907333333333333
2008-05-19,1.3686666666666667
2008-05-20,2.021933333333333
2008-05-21,1.6793333333333333
2008-05-22,1.3025
2008-05-23,1.8694333333333333
2008-05-24,1.9586999999999999
2008-05-25,2.600633333333333
2008-05-26,1.68
2008-05-27,2.2455
2008-05-28,1.4676666666666667
2008-05-29,1.4553
2008-05-30,1.7948333333333333
2008-05-31,2.045
2008-06-01,2.3975333333333335
2008-06-02,1.3877666666666666
2008-06-03,2.0661
2008-06-04,2.052233333333333
2008-06-05,1.4356
2008-06-06,1.6301333333333334
2008-06-07,2.2961
2008-06-08,1.9217333333333333
2008-06-09,1.7717666666666667
2008-06-10,1.3193
2008-06-11,1.4419333333333333
2008-06-12,1.6497666666666666
2008-06-13,2.3920666666666666
2008-06-14,1.8138
2008-06-15,2.9353
2008-06-16,1.6363333333333332
2008-06-17,1.4644
2008-06-18,2.472933333333333
2008-06-19,2.0168333333333335
2008-06-20,2.0467
2008-06-21,2.2088
2008-06-22,2.0678
2008-06-23,1.6995333333333333
2008-06-24,2.3137666666666665
2008-06-25,1.5763
2008-06-26,1.3977
2008-06-27,2.2483333333333335
2008-06-28,1.5707666666666666
2008-06-29,0.9764333333333334
2008-06-30,1.0506333333333333
2008-07-01,1.6025
2008-07-02,1.4390333333333334
2008-07-03,1.4353666666666667
2008-07-04,1.2098333333333333
2008-07-05,1.9483
2008-07-06,2.3617666666666666
2008-07-07,1.2521333333333333
2008-07-08,1.4019333333333333
2008-07-09,1.2239666666666666
2008-07-10,1.6209333333333333
2008-07-11,1.6334333333333333
2008-07-12,1.7320666666666666
2008-07-13,1.5592666666666666
2008-07-14,1.4640666666666666
2008-07-15,1.4792666666666667
2008-07-16,1.4084
2008-07-17,1.6409
2008-07-18,1.5698666666666667
2008-07-19,1.7365666666666666
2008-07-20,1.2023
2008-07-21,1.5482666666666667
2008-07-22,0.9702
2008-07-23,1.2379333333333333
2008-07-24,1.3569333333333333
2008-07-25,1.0809333333333333
2008-07-26,0.9927333333333334
2008-07-27,1.4900333333333333
2008-07-28,1.0542666666666667
2008-07-29,1.5248666666666666
2008-07-30,1.6799666666666666
2008-07-31,1.7007666666666668
2008-08-01,0.9020333333333334
2008-08-02,0.6237333333333334
2008-08-03,0.6791333333333334
2008-08-04,1.5743
2008-08-05,1.0552
2008-08-06,0.43843333333333334
2008-08-07,0.446
2008-08-08,0.4084
2008-08-09,0.47063333333333335
2008-08-10,0.4401333333333333
2008-08-11,0.46649999999999997
2008-08-12,0.3407
2008-08-13,0.3649
2008-08-14,0.3433333333333333
2008-08-15,0.38116666666666665
2008-08-16,0.4037
2008-08-17,0.34263333333333335
2008-08-18,0.33363333333333334
2008-08-19,0.3466
2008-08-20,0.36666666666666664
2008-08-21,0.33126666666666665
2008-08-22,0.31576666666666664
2008-08-23,0.32443333333333335
2008-08-24,0.33403333333333335
2008-08-25,0.30533333333333335
2008-08-26,0.3489
2008-08-27,0.32643333333333335
2008-08-28,0.3491
2008-08-29,0.3625333333333333
2008-08-30,0.3761333333333333
2008-08-31,1.8902666666666668
2008-09-01,1.4839666666666667
2008-09-02,1.8507333333333333
2008-09-03,1.7732666666666668
2008-09-04,1.6275
2008-09-05,1.1056
2008-09-06,2.365
2008-09-07,1.7109333333333332
2008-09-08,1.6276666666666666
2008-09-09,1.5652333333333333
2008-09-10,1.7068666666666665
2008-09-11,1.3545666666666667
2008-09-12,1.81
2008-09-13,2.1011333333333333
2008-09-14,2.1128666666666667
2008-09-15,2.2061
2008-09-16,1.6004666666666667
2008-09-17,1.9515666666666667
2008-09-18,1.8825666666666667
2008-09-19,1.8896333333333333
2008-09-20,1.6586
2008-09-21,2.010333333333333
2008-09-22,1.6783000000000001
2008-09-23,1.5992666666666666
2008-09-24,2.1765
2008-09-25,1.4718
2008-09-26,1.8725333333333334
2008-09-27,2.7504333333333335
2008-09-28,2.1716333333333333
2008-09-29,1.9637
2008-09-30,1.7394
2008-10-01,2.4792666666666667
2008-10-02,1.6812666666666667
2008-10-03,2.0919666666666665
2008-10-04,2.6861333333333333
2008-10-05,1.9694666666666667
2008-10-06,1.9038333333333333
2008-10-07,2.2346
2008-10-08,2.3692666666666664
2008-10-09,2.5315666666666665
2008-10-10,1.9818
2008-10-11,2.1279666666666666
2008-10-12,2.5753666666666666
2008-10-13,1.8294666666666666
2008-10-14,2.066866666666667
2008-10-15,2.6468
2008-10-16,1.9808333333333332
2008-10-17,2.4146666666666667
2008-10-18,2.9477333333333333
2008-10-19,2.5113666666666665
2008-10-20,2.0704333333333333
2008-10-21,2.6654
2008-10-22,2.124633333333333
2008-10-23,2.2805666666666666
2008-10-24,2.7909
2008-10-25,1.9135333333333333
2008-10-26,0.693
2008-10-27,0.6451666666666667
2008-10-28,1.7406666666666666
2008-10-29,2.0633333333333335
2008-10-30,1.3760666666666668
2008-10-31,1.6565666666666667
2008-11-01,1.0549
2008-11-02,1.1604333333333334
2008-11-03,1.0892666666666666
2008-11-04,2.037733333333333
2008-11-05,3.9488666666666665
2008-11-06,2.079466666666667
2008-11-07,2.1057
2008-11-08,2.2762333333333333
2008-11-09,3.2676
2008-11-10,2.6648
2008-11-11,3.112833333333333
2008-11-12,2.8617333333333335
2008-11-13,1.5436
2008-11-14,2.0326333333333335
2008-11-15,3.9563333333333333
2008-11-16,3.1082666666666667
2008-11-17,1.9581666666666666
2008-11-18,2.1999666666666666
2008-11-19,2.3781
2008-11-20,2.172633333333333
2008-11-21,2.1497333333333333
2008-11-22,2.2134666666666667
2008-11-23,4.227966666666667
2008-11-24,4.032566666666667
2008-11-25,3.4784333333333333
2008-11-26,1.9048333333333334
2008-11-27,3.077166666666667
2008-11-28,2.4521
2008-11-29,3.031633333333333
2008-11-30,3.114133333333333
2008-12-01,2.0501
